"","path","file","name","Nom scientifique / Autorité","latin.name"
"1","9 me´sange charbonnie`re - e´tourneau roselin/19 (Copy of grimpereau des jardins).mp3","19 (Copy of grimpereau des jardins).mp3","(copy of grimpereau des jardins)",NA,"certhia brachydactyla"
"2","4 petit gravelot - goe´land a` ailes blanches/17a Be´casseau semipalme´.mp3","17a Be´casseau semipalme´.mp3","a be´casseau semipalme´",NA,NA
"3","4 petit gravelot - goe´land a` ailes blanches/25a Be´cassin a` long bec.mp3","25a Be´cassin a` long bec.mp3","a be´cassin a` long bec",NA,NA
"4","4 petit gravelot - goe´land a` ailes blanches/24a Chevalier criard.mp3","24a Chevalier criard.mp3","a chevalier criard",NA,NA
"5","4 petit gravelot - goe´land a` ailes blanches/20a Chevalier grivele´.mp3","20a Chevalier grivele´.mp3","a chevalier grivele´",NA,NA
"6","4 petit gravelot - goe´land a` ailes blanches/2a Gravelot kildir.mp3","2a Gravelot kildir.mp3","a gravelot kildir",NA,NA
"7","8 fauvette orphe´e - gobemouche a` demi-collier/36a Pouillot ve´loce tristis.mp3","36a Pouillot ve´loce tristis.mp3","a pouillot ve´loce tristis",NA,NA
"8","7 bergeronnette grise - fauvette a` te^te noire/09 accenteur alpin.mp3","09 accenteur alpin.mp3","accenteur alpin","Prunella collaris (Scopoli, 1769)","Prunella collaris"
"9","7 bergeronnette grise - fauvette a` te^te noire/08 accenteur mouchet.mp3","08 accenteur mouchet.mp3","accenteur mouchet","Prunella modularis (Linnaeus, 1758)","Prunella modularis"
"10","7 bergeronnette grise - fauvette a` te^te noire/13 agrobate roux.mp3","13 agrobate roux.mp3","agrobate roux","Cercotrichas galactotes (Temminck, 1820)","Cercotrichas galactotes"
"11","1 plongeon catmarin - tadorne casarca/27 aigrette garzette.mp3","27 aigrette garzette.mp3","aigrette garzette","Egretta garzetta (Linnaeus, 1766)","Egretta garzetta"
"12","6 huppe fascie´e - pipit a` gorge rousse/30 alouette bilophe.mp3","30 alouette bilophe.mp3","alouette bilophe",NA,"eremophila bilopha"
"13","6 huppe fascie´e - pipit a` gorge rousse/27 alouette calandre.mp3","27 alouette calandre.mp3","alouette calandre","Melanocorypha calandra (Linnaeus, 1766)","Melanocorypha calandra"
"14","6 huppe fascie´e - pipit a` gorge rousse/23 alouette calandrelle.mp3","23 alouette calandrelle.mp3","alouette calandrelle","Calandrella brachydactyla (Leisler, 1814)","Calandrella brachydactyla"
"15","6 huppe fascie´e - pipit a` gorge rousse/28 alouette de Clotbey.mp3","28 alouette de Clotbey.mp3","alouette de clotbey",NA,"ramphocoris clotbey"
"16","6 huppe fascie´e - pipit a` gorge rousse/19 alouette des champs.mp3","19 alouette des champs.mp3","alouette des champs","Alauda arvensis Linnaeus, 1758","Alauda arvensis"
"17","6 huppe fascie´e - pipit a` gorge rousse/29 alouette haussecol.mp3","29 alouette haussecol.mp3","alouette haussecol","Eremophila alpestris (Linnaeus, 1758)","Eremophila alpestris"
"18","6 huppe fascie´e - pipit a` gorge rousse/22 alouette lulu.mp3","22 alouette lulu.mp3","alouette lulu","Lullula arborea (Linnaeus, 1758)","Lullula arborea"
"19","6 huppe fascie´e - pipit a` gorge rousse/24 alouette pispolette.mp3","24 alouette pispolette.mp3","alouette pispolette","Alaudala rufescens (Vieillot, 1819)","Alaudala rufescens"
"20","6 huppe fascie´e - pipit a` gorge rousse/26 ammomane e´le´gante.mp3","26 ammomane e´le´gante.mp3","ammomane e´le´gante","Ammomanes cinctura (Gould, 1839)","Ammomanes cinctura"
"21","6 huppe fascie´e - pipit a` gorge rousse/25 ammomane isabelle.mp3","25 ammomane isabelle.mp3","ammomane isabelle",NA,"ammomanes deserti"
"22","2 canard mandarin - autour sombre/22 arlequin plongeur.mp3","22 arlequin plongeur.mp3","arlequin plongeur",NA,"histrionicus histrionicus"
"23","10 loriot d'europe - bruant striole´/08 astrild ondule´.mp3","08 astrild ondule´.mp3","astrild ondule´",NA,"estrilda astrild"
"24","2 canard mandarin - autour sombre/56 autour des palombe.mp3","56 autour des palombe.mp3","autour des palombe",NA,"accipiter gentilis"
"25","2 canard mandarin - autour sombre/57 autour sombre.mp3","57 autour sombre.mp3","autour sombre",NA,"melierax metabates"
"26","3 faucon cre´cerelle - glare´ole a` collier/43 avocette e´le´gante.mp3","43 avocette e´le´gante.mp3","avocette e´le´gante","Recurvirostra avosetta Linnaeus, 1758","Recurvirostra avosetta"
"27","4 petit gravelot - goe´land a` ailes blanches/26 barge a´ queue noire.mp3","26 barge a´ queue noire.mp3","barge a´ queue noire","Limosa limosa (Linnaeus, 1758)","Limosa limosa"
"28","4 petit gravelot - goe´land a` ailes blanches/27 barge rousse.mp3","27 barge rousse.mp3","barge rousse","Limosa lapponica (Linnaeus, 1758)","Limosa lapponica"
"29","4 petit gravelot - goe´land a` ailes blanches/30 be´casse des bois.mp3","30 be´casse des bois.mp3","be´casse des bois","Scolopax rusticola Linnaeus, 1758","Scolopax rusticola"
"30","4 petit gravelot - goe´land a` ailes blanches/14 be´casseau cocorli.mp3","14 be´casseau cocorli.mp3","be´casseau cocorli","Calidris ferruginea (Pontoppidan, 1763)","Calidris ferruginea"
"31","4 petit gravelot - goe´land a` ailes blanches/16 be´casseau de Temminck.mp3","16 be´casseau de Temminck.mp3","be´casseau de temminck","Calidris temminckii (Leisler, 1812)","Calidris temminckii"
"32","4 petit gravelot - goe´land a` ailes blanches/15 be´casseau falcinelle.mp3","15 be´casseau falcinelle.mp3","be´casseau falcinelle","Calidris falcinellus (Pontoppidan, 1763)","Calidris falcinellus"
"33","4 petit gravelot - goe´land a` ailes blanches/09 be´casseau maube`che.mp3","09 be´casseau maube`che.mp3","be´casseau maube`che","Calidris canutus (Linnaeus, 1758)","Calidris canutus"
"34","4 petit gravelot - goe´land a` ailes blanches/17 be´casseau minute.mp3","17 be´casseau minute.mp3","be´casseau minute","Calidris minuta (Leisler, 1812)","Calidris minuta"
"35","4 petit gravelot - goe´land a` ailes blanches/10 be´casseau sanderling.mp3","10 be´casseau sanderling.mp3","be´casseau sanderling","Calidris alba (Pallas, 1764)","Calidris alba"
"36","4 petit gravelot - goe´land a` ailes blanches/13 be´casseau variable.mp3","13 be´casseau variable.mp3","be´casseau variable","Calidris alpina (Linnaeus, 1758)","Calidris alpina"
"37","4 petit gravelot - goe´land a` ailes blanches/11 be´casseau violet.mp3","11 be´casseau violet.mp3","be´casseau violet","Calidris maritima (Brünnich, 1764)","Calidris maritima"
"38","4 petit gravelot - goe´land a` ailes blanches/32 be´cassine des marais.mp3","32 be´cassine des marais.mp3","be´cassine des marais","Gallinago gallinago (Linnaeus, 1758)","Gallinago gallinago"
"39","4 petit gravelot - goe´land a` ailes blanches/31 be´cassine double.mp3","31 be´cassine double.mp3","be´cassine double","Gallinago media (Latham, 1787)","Gallinago media"
"40","4 petit gravelot - goe´land a` ailes blanches/33 be´cassine sourde.mp3","33 be´cassine sourde.mp3","be´cassine sourde","Lymnocryptes minimus (Brünnich, 1764)","Lymnocryptes minimus"
"41","10 loriot d'europe - bruant striole´/28 beccroise´ bifascie´.mp3","28 beccroise´ bifascie´.mp3","beccroise´ bifascie´",NA,"loxia leucoptera"
"42","10 loriot d'europe - bruant striole´/26 beccroise´ d'Ecosse.mp3","26 beccroise´ d'Ecosse.mp3","beccroise´ d'ecosse",NA,"loxia scotica"
"43","10 loriot d'europe - bruant striole´/27 beccroise´ des sapins.mp3","27 beccroise´ des sapins.mp3","beccroise´ des sapins",NA,"loxia curvirostra"
"44","10 loriot d'europe - bruant striole´/25 beccroise´ perroquet.mp3","25 beccroise´ perroquet.mp3","beccroise´ perroquet",NA,"loxia pytyopsittacus"
"45","10 loriot d'europe - bruant striole´/09 bengali rouge.mp3","09 bengali rouge.mp3","bengali rouge",NA,"amandava amandava"
"46","7 bergeronnette grise - fauvette a` te^te noire/03 bergeronnette des ruisseaux.mp3","03 bergeronnette des ruisseaux.mp3","bergeronnette des ruisseaux","Motacilla cinerea Tunstall, 1771","Motacilla cinerea"
"47","7 bergeronnette grise - fauvette a` te^te noire/01 bergeronnette grise.mp3","01 bergeronnette grise.mp3","bergeronnette grise","Motacilla alba Linnaeus, 1758","Motacilla alba"
"48","7 bergeronnette grise - fauvette a` te^te noire/02 bergeronnette printanie`re.mp3","02 bergeronnette printanie`re.mp3","bergeronnette printanie`re","Motacilla flava Linnaeus, 1758","Motacilla flava"
"49","1 plongeon catmarin - tadorne casarca/48 bernache a` cou roux.mp3","48 bernache a` cou roux.mp3","bernache a` cou roux","Branta ruficollis (Pallas, 1769)","Branta ruficollis"
"50","1 plongeon catmarin - tadorne casarca/47 bernache cravant.mp3","47 bernache cravant.mp3","bernache cravant","Branta bernicla (Linnaeus, 1758)","Branta bernicla"
"51","1 plongeon catmarin - tadorne casarca/45 bernache du Canada.mp3","45 bernache du Canada.mp3","bernache du canada","Branta canadensis (Linnaeus, 1758)","Branta canadensis"
"52","1 plongeon catmarin - tadorne casarca/46 bernache nonnette.mp3","46 bernache nonnette.mp3","bernache nonnette","Branta leucopsis (Bechstein, 1803)","Branta leucopsis"
"53","1 plongeon catmarin - tadorne casarca/24 bihoreau gris.mp3","24 bihoreau gris.mp3","bihoreau gris","Nycticorax nycticorax (Linnaeus, 1758)","Nycticorax nycticorax"
"54","10 loriot d'europe - bruant striole´/22bis Bouvreuil des Komis.mp3","22bis Bouvreuil des Komis.mp3","bis bouvreuil des komis",NA,NA
"55","10 loriot d'europe - bruant striole´/22bis Bouvreuil des Komis (1).mp3","22bis Bouvreuil des Komis (1).mp3","bis bouvreuil des komis ()",NA,NA
"56","10 loriot d'europe - bruant striole´/22bis Bouvreuil des Komis (2).mp3","22bis Bouvreuil des Komis (2).mp3","bis bouvreuil des komis ()",NA,NA
"57","6 huppe fascie´e - pipit a` gorge rousse/41bis pipit de godlewskii.mp3","41bis pipit de godlewskii.mp3","bis pipit de godlewskii",NA,"anthus godlewskii"
"58","1 plongeon catmarin - tadorne casarca/23 blongios nain.mp3","23 blongios nain.mp3","blongios nain","Ixobrychus minutus (Linnaeus, 1766)","Ixobrychus minutus"
"59","2 canard mandarin - autour sombre/53 bondre´e apivore.mp3","53 bondre´e apivore.mp3","bondre´e apivore","Pernis apivorus (Linnaeus, 1758)","Pernis apivorus"
"60","8 fauvette orphe´e - gobemouche a` demi-collier/22 bouscarle de Cetti.mp3","22 bouscarle de Cetti.mp3","bouscarle de cetti","Cettia cetti (Temminck, 1820)","Cettia cetti"
"61","10 loriot d'europe - bruant striole´/22 bouvreuil pivoine.mp3","22 bouvreuil pivoine.mp3","bouvreuil pivoine","Pyrrhula pyrrhula (Linnaeus, 1758)","Pyrrhula pyrrhula"
"62","10 loriot d'europe - bruant striole´/43 bruant aure´ole.mp3","43 bruant aure´ole.mp3","bruant aure´ole","Emberiza aureola Pallas, 1773","Emberiza aureola"
"63","10 loriot d'europe - bruant striole´/41 bruant cendre´.mp3","41 bruant cendre´.mp3","bruant cendre´",NA,"emberiza cineracea"
"64","10 loriot d'europe - bruant striole´/38 bruant cendrillard.mp3","38 bruant cendrillard.mp3","bruant cendrillard","Emberiza caesia Cretzschmar, 1827","Emberiza caesia"
"65","10 loriot d'europe - bruant striole´/34 bruant des neiges.mp3","34 bruant des neiges.mp3","bruant des neiges","Plectrophenax nivalis (Linnaeus, 1758)","Plectrophenax nivalis"
"66","10 loriot d'europe - bruant striole´/32 bruant des roseaux.mp3","32 bruant des roseaux.mp3","bruant des roseaux","Emberiza schoeniclus (Linnaeus, 1758)","Emberiza schoeniclus"
"67","10 loriot d'europe - bruant striole´/45 bruant fou.mp3","45 bruant fou.mp3","bruant fou","Emberiza cia Linnaeus, 1766","Emberiza cia"
"68","10 loriot d'europe - bruant striole´/39 bruant jaune.mp3","39 bruant jaune.mp3","bruant jaune","Emberiza citrinella Linnaeus, 1758","Emberiza citrinella"
"69","10 loriot d'europe - bruant striole´/35 bruant lapon.mp3","35 bruant lapon.mp3","bruant lapon","Calcarius lapponicus (Linnaeus, 1758)","Calcarius lapponicus"
"70","10 loriot d'europe - bruant striole´/42 bruant me´lanoce´phale.mp3","42 bruant me´lanoce´phale.mp3","bruant me´lanoce´phale","Emberiza melanocephala Scopoli, 1769","Emberiza melanocephala"
"71","10 loriot d'europe - bruant striole´/33 bruant nain.mp3","33 bruant nain.mp3","bruant nain","Emberiza pusilla Pallas, 1776","Emberiza pusilla"
"72","10 loriot d'europe - bruant striole´/37 bruant ortolan.mp3","37 bruant ortolan.mp3","bruant ortolan","Emberiza hortulana Linnaeus, 1758","Emberiza hortulana"
"73","10 loriot d'europe - bruant striole´/44 bruant proyer.mp3","44 bruant proyer.mp3","bruant proyer","Emberiza calandra Linnaeus, 1758","Emberiza calandra"
"74","10 loriot d'europe - bruant striole´/36 bruant rustique.mp3","36 bruant rustique.mp3","bruant rustique","Emberiza rustica Pallas, 1776","Emberiza rustica"
"75","10 loriot d'europe - bruant striole´/46 bruant striole´.mp3","46 bruant striole´.mp3","bruant striole´",NA,"emberiza striolata"
"76","10 loriot d'europe - bruant striole´/40 bruant zizi.mp3","40 bruant zizi.mp3","bruant zizi","Emberiza cirlus Linnaeus, 1766","Emberiza cirlus"
"77","7 bergeronnette grise - fauvette a` te^te noire/07 bulbul des jardins.mp3","07 bulbul des jardins.mp3","bulbul des jardins",NA,"pycnonotus barbatus"
"78","2 canard mandarin - autour sombre/49 busard cendre´.mp3","49 busard cendre´.mp3","busard cendre´","Circus pygargus (Linnaeus, 1758)","Circus pygargus"
"79","2 canard mandarin - autour sombre/51 buse fe´roce.mp3","51 buse fe´roce.mp3","buse fe´roce","Buteo rufinus (Cretzschmar, 1829)","Buteo rufinus"
"80","2 canard mandarin - autour sombre/50 buse pattue.mp3","50 buse pattue.mp3","buse pattue","Buteo lagopus (Pontoppidan, 1763)","Buteo lagopus"
"81","2 canard mandarin - autour sombre/52 buse variable.mp3","52 buse variable.mp3","buse variable","Buteo buteo (Linnaeus, 1758)","Buteo buteo"
"82","1 plongeon catmarin - tadorne casarca/22 butor e´toile´.mp3","22 butor e´toile´.mp3","butor e´toile´","Botaurus stellaris (Linnaeus, 1758)","Botaurus stellaris"
"83","3 faucon cre´cerelle - glare´ole a` collier/26 caille des ble´s.mp3","26 caille des ble´s.mp3","caille des ble´s","Coturnix coturnix (Linnaeus, 1758)","Coturnix coturnix"
"84","2 canard mandarin - autour sombre/02 canard carolin.mp3","02 canard carolin.mp3","canard carolin",NA,"aix sponsa"
"85","2 canard mandarin - autour sombre/04 canard chipeau.mp3","04 canard chipeau.mp3","canard chipeau","Mareca strepera (Linnaeus, 1758)","Mareca strepera"
"86","2 canard mandarin - autour sombre/03 canard colvert.mp3","03 canard colvert.mp3","canard colvert","Anas platyrhynchos Linnaeus, 1758","Anas platyrhynchos"
